clean_text,label,Unnamed: 2
[討論] [討論] 支持  當屏東日曆長這樣就有滿滿的屏東日曆了雖然屏東很衰 只有小米 火燒的蘇清泉政黑點 我是支持蘇巧慧啦但余天這個事情 沒喬好 會變大災難余天還不懂這個就叫活脫脫求官丟臉至極--,0,
: [討論] 馬斯克：台灣是中國的一部分://..///1431/?=7馬斯克的挺核言論公開提倡美國應該要興建更多核能發電廠，他覺得太多人對於核能過於恐懼。有觀眾提議把核廢料送到外星球去，但  回答：核廢料的體積很小其實根本不需要移動。看起來 他跟青鳥塔綠班完全是不共戴天但是好像也沒啥人去出征..或是發起拒買特斯拉--,0,
: [討論] 洪申翰遞補勞動部部長也太怪了吧？※ 引述《14702 (阿中是我們的神)》之銘言：: 勞動部裡面有職員因為職場霸凌自殺: 勞動部長辭職: 當初有幾個政治人物: 早早就已經耳聞這件事: 洪就是其中一個: 相較其他人: 他好像是裝死躺平那個: 這麼不重視勞工權益的人: 現在高升勞動部部長也太怪了吧？這操作馬上轉移了謝前署長的鎂光燈，根本就是神招，反正死豬不怕滾水燙，已經夠爭議的，再多這一筆也就那樣，只要能安撫派系，備詢跟立委鬥鬥嘴，說真的能想到這步的也不簡單。--,0,
[黑特] 綠共真的沒人才了笑死乳體綠共真的跟綠鬣蜥一樣麻木不仁欸勞動部出大事反應速度慢半拍就算了想不到連止血都做的這麼爛新部長沒找專業人員卻找個信党的高中生看來綠共真的沒人才了，可憐..--,2,
: [黑特] 賴皮用人真的不行小英接黨主席時是在野所以她有比較長的時間去觀察與磨合人才賴接黨主席又快又短一下就變總統了感覺他沒什麼時間去發覺黨內有什麼人才或者他根本也沒在做這件事唯一有的 可能就是蕭美琴 很早就鎖定還有就是他用人要跟小英政府有所區隔不區隔 就有包袱比如說唐鳳好了賴不曉得為什麼覺得唐不是人才另一方面 唐也背了很多罵名既然覺得她/他不是人才又一直狂被罵所以子弟兵林俊憲第一個出來罵唐鳳令人印象深刻但其實換了新的數位部長一樣被罵詐騙本來就不是數位部的職責新會期還特別修法讓警察可以數位追查沒有法令 數位部也做不了事有了法令 數位軌跡警察就可以追了 也不用數位部雖然我對唐鳳的生平不熟但從簡訊實聯制我認為她/他 應該是一個水平以上的人才簡訊實聯制是用一個幾乎少少的整合利用現有東西超極短時間就搞出來的東西比如說你可以花三年的時間去寫出一個比簡訊實聯更好的東西但三年後 疫情也過去了從程式相關業的角度來看這真的是很漂亮的解法後面雖然有點亂比如說資料量太大撈不出來但那也是因為用現有的系統去整合所導致如果疫情一直獲得控制那還是可以撈得出來如果疫情像後來的台灣那樣爆掉了也沒撈得必要但因為你不知道後來會怎樣當然就是以會獲得控制去想像所以林俊憲痛批唐鳳時我是真的覺得傻眼唐做為一個政治人物可能鋒芒的關係變成藍營的箭靶但也是因為她/他是有才的甚至我覺得唐搞不好可以出來選台北市長你說詐騙根本不歸數位部的事數位部我記得是把原本各部的資訊職位整合另外國防資安也沒有比詐騙的位階低賴清德的子弟兵痛批小英的愛將到底是賴識人不明還是小英識人不明不知道為什麼藍營很愛找唐的麻煩有一個可能是藍營預視唐會是未來的威脅其實我也不是唐的粉但就覺得她有點受到不公平的打壓尤其是藍營然後後來連賴也隨藍營的步調就更覺得她受到不公平的打壓但是賴清德好像不能重用小英時期被罵的人比如說王美花王美花被網路罵了好久但小英也沒有換掉她反而用好久好久然後股市上二萬點有時候領導人也不一定要是某領域的專才但要會用專才賴清德到底是也跟藍營一樣的看法覺得王美花唐鳳不是人才亦或是單純策略上想跟小英區隔或是像姚人多說的報恩報仇如果他是真的覺得唐鳳王美花不是人才潘孟安之流才是人才那我實在是很擔心他的用人眼光我記得劉櫂豪跟賴要某個部長如果要到就會退選結果賴不給然後你搞到立院如此狼狽然後你現在上任半年就換掉2個部長了早知部長如此廉價還不如當初就先答應再換掉賴用人真的大有問題光潘孟安就讓人打上問號小英用過的不用被藍營罵太兇的不用擠不上小英一軍的二軍狂用但從結果來說立院不過半所以責任在藍白賴的用人 只要不要貪污或大過錯或許還是可以連任那麼希望第二任的賴會記切第一任的教訓後小英的時代賴是一個很不一樣的選擇賴是一個選擇操守大於能力的領導者所以能力強的鄭文燦被抓起來了但或許人民就是想在狂歡後來一點冷水不想要過熱的發展只求賴政府的庸才們不要出大錯好可以連任然後第二任的賴有所醒悟不然台灣又要虛度八年了--,2,
[討論] 選個苗博雅當勞長 都比洪更好吧…..別看苗博雅經歷不怎麼樣她至少是正統台大法律系畢業的可比洪高中生更好吧 洪的畢生工作都在環團完全傻眼的安排把一個環團的草包丟到勞長的位置不僅是貶低勞動部 也是貶低洪的環保專業----      12 --,2,
: [討論] 笑死，怎變綠粉崩潰，傑出一手吧※ 引述《 (這輩子沒反串過)》之銘言：: 昨天睡前: 看到板上幾個知名綠粉發文都比藍白還崩潰: 啊昨天我看到的時候真的想憋笑啊: 一個在這次案件中原本可以變成關鍵角色的人: 一句：我早就知道了，但反應無效笑死人啊 某些4%到底是在想甚麼我們96%就算賴缺德投不下去 也不像某些低能弱智小草像邪教依樣信奉柯文哲/民畜黨啦        阿北圖利財團 <=都是媒體在黑阿北 繼續挺下去阿北木可汙錢 <= 我們喜歡拿錢給阿北花 繼續挺下去阿北性騷女性 <= 他是甚麼貨色? 繼續挺下去阿北拿4300萬政黨補助款買商辦        <=我們喜歡拿錢給阿北花不行嗎幹 繼續挺下娶到底有沒有腦 有多下幹? 我也搞不清楚但是不投給賴皮不是就挺阿北啦 笑死喔 再怎樣 賴皮只是笨不像柯文哲是壞到底啦要不要看看4%的真實樣貌?://./://./3://./6://./204://./64%低能草到底搞不搞得清楚啊????--到底要多白癡 才會相信這個了錢可以捧邪教覽趴的耶魯博士://./7://./365--,3,
[討論] 支持  當數發部長媽的看一群塔綠班就是不爽還在那邊捧洪申翰洨抓了一堆分身 德政支持當數發部長抓網軍抓那些在網路帶風向的塔綠班--,2,
: [黑特] 謊國蔥 閃兵的咪咪: --:,3,
[黑特] 悼吳員政治施壓免職，程序尚未妥適行政救濟若啟，唯恐從頭再來啖食人血饅頭，株連無辜三族本應哀矜勿喜，豈料彈冠相賀---------------------------------------------------政治施壓致使程序瑕疵行政救濟一開啟恐怕又拖得更久嗜血媒體與網民，株連不相干的親朋風波導致官位空缺，本應保持慎重謹慎的態度體恤失去親朋的人民沒想到竟然是彼此道賀友人有官可做任公職是一種榮譽，但榮譽之前是責任是義務是頭上懸著的一把達摩克里斯之劍--,0,
[討論] 死了一個人，無爭是在恭喜什麼？有點大腦都知道這是一個反省的時刻，無爭在那邊恭喜穿哥~原來阿，在民進黨眼中，死人沒關係，穿哥高升才是重點對吧！！讓我們一起恭喜穿哥--,2,
[黑特] 恭喜台派川粉台派川粉義川大軍才是最大贏家基層人員被空降高官壓榨沒命，事實上他們一點也不在意他們只在意死一個人要怎麼把責任推卸給在野黨台派川粉聽到義川進立法院根本樂壞了迫不及待想看川爆白鯧，只要狗昌被電爆就很開心至於執政黨立委怎麼在質詢台本末倒置電爆在野黨根本無所謂恭喜洪身汗高昇勞動部長那只是順帶的川粉只在乎一件事就是幹爆黃狗昌未來一年義川將帶領民進黨立法院黨團結合側翼一條龍往幹爆黃國昌路上走台派認為沒有民眾黨的2026就是民進黨的天下--,2,
[討論] 許銘春柯志恩，綠畜會投哪位？想問高雄市長明天如果是許銘春柯志恩綠畜會投哪位？許銘春：史上最強勞動部長，菊系（顏色正確），南部人柯志恩：長期在教育界工作，南部人綠粉口中財劃法虧待高雄的罪人--,2,
[討論] 死了一個是在恭喜什麼笑死我就說綠畜假惺惺才裝了一天原形畢露死了一個公務員結果忙著恭喜高升的人欸欸案情都還沒明瞭會不會太誇張阿難怪升官發財要入--,2,
[討論] 今天是當黨的名嘴 就可以當立委？？我就問賴清德選人是都選這些名嘴側翼嗎一開始的大法官提名一個姚立明被酸爆就算了如今一個洪申翰自爆早就知情沒處理好結果高升勞動部長？ 這到底是什麼邏輯？然後底下上一堆政論節目當小丑 幹髒活的再把他拉上來不分區？？十句話裡面有八句話在造謠的 這樣當立委？我只問一句話！！賴是不是下一屆不想選了？還是這一屆就要把台灣掏空了？？-----     ----,2,
: [討論] 洪申翰遞補勞動部部長也太怪了吧？雖然我對賴的用人也是打上一個很大的問號但我並不覺得用洪會有什麼問題當初用陳世凱也是被以為會怎樣但後來立院質詢過關就暫時過關了我猜賴清德的用人未來會偏向用政治人物取代學者這次勞動部長根本就是蛋頭不會聞風向出那什麼立意良善的報告真是吐血我沒有去查她的身分但我猜是學者有一種10年前馬英九閣員的糗到底是有多不懂風向竟然讓賴清德兩次道歉是有多沒有政治力啊這種人可以當部長？我猜賴清德被嚇到啦以後部長都會是民代或像洪這種有上政論的會聞風向的致於做得好不好那會是很後面的事了畢竟各部裡還是有人才與技術人員好部長與差部長的差別是好部長會提出令人眼睛一亮的政策而差部長就是因循故舊做下去除非是爛到出新聞比如說舊的勞動部長政治力太差 爛到一個程度不過說到底 這種爛也只是關乎她自己的前途倒也不是影響全國民生的大政策真的推出什麼爛政策一來民主國家輿論也會把關二來藍營立院也不會放過所以應該是沒什麼機率出什麼爛部長就算出了 二天後就下台了最差就是沒什麼創新的因循做下去好一點的 也不用高學歷你我都有讀過大學多讀那個大學 學的也都是皮毛但賴清德用人是真的有大問題不過用民代當部長是好的轉變被藍營罵太多的不用用人太小圈圈用人太重視操守不重視能力都是賴用人的問題但改用民代當部長不是問題很大機率未來也不會出事--,0,
: [討論] 死了一個人，無爭是在恭喜什麼？※ 引述《 ()》之銘言：: 有點大腦都知道這是一個反省的時刻，無爭在那邊恭喜穿哥~原來阿，在民進黨眼中，死: 人沒關係，穿哥高升才是重點對吧！！: 讓我們一起恭喜穿哥先說勞動部：感覺上主要是因為找到的替補人選（即洪申翰）曾任一屆立委，已經具備一定實戰經驗，然而問題在於，讀台大大氣科學系卻不能畢業，此時最高學歷僅為高中，這能說服得了他人，使外界確信領導能力？而回到不分區立委：王義川曾在林佳龍的麾下，擔任交通局長只是他在今年年中因「中國高鐵座位無靠背」等「不實言論」，連同另外四人被國台辦宣告實施制裁（懲戒）可迄今沒有見到所謂的「具體措施」，所以說要起疑是正常的。但無論如何看待新人事，能完成交迭程序對於民進黨而言，有如釋重負的感覺，因此一兩句「恭喜」應算不了什麼大問題，不過場合考量有欠妥當，但未被考量其中所以這些「喪事喜辦」之舉，根本不是他們的重點關注事項。--我們的一生會遭遇各種各樣的意外，有的意外，只會讓你變得頹廢，一蹶不振；有的意外則會讓你找到另一個自己，重獲新生。……你要知道你是誰，你的拋棄和擁有，都是你自己的選擇，患得患失只會讓你身陷囹圄。　　　　　　　　　　　　　　　　　　　　——孫衍《願你出走半生，歸來仍是少年》--,0,
[黑特] 許銘春：生命的消逝不該成政治操作工具笑死 陳菊愛將 前勞動部長道歉表示許銘春：生命的消逝不該成政治操作工具洪慈庸 小綠燈媽 恩恩爸聽到這種話 一定馬上表示不服綠營有夠雙標有利於你們 就把家人的死當政治操作工具洪仲丘案  小綠燈媽當上不分區 恩恩案大家怎麼可能忘了 你們怎麼操作--,2,
[討論] 平心而論，柯文哲有管理能力嗎？把政黨國家縮小比喻為一間公司談企業合併合作：哭說被騙簽賣身契這種大事如果真能被騙那讓人很不放心啊如果是藉口那不就推托卸責，人品問號？事後毀約被對方批無做人底線該有的誠信://../0.人事：放任下面多頭馬車，互相撕咬鬥爭物化女性又喜歡任用她們來吸豬哥票://../.招募人才有前科和黑道背景://../9.台大斐陶斐貪得無厭被判刑://../.公關：發言人口徑不一致，亂放話吸砲火出事讓瞧不起的女生們出來坦、哭哭啼啼://../63.面對股東客戶質疑窩不知道、不清楚、不了解://../.財務：帳務亂七八糟、財政一塌糊塗還推給自己多年好友會計師反目成仇://../9.更不用說因掏空公司深陷官司身陷囹圄://../.其他各種失言和有的沒的操作就不列舉了一個公司經理人這樣表現會被吧如果是董事長無法開除那企業勢必走向衰敗創業經營公司能否成功首重人格特質://../5.政黨應該公司化而不是宗教化://../.表面看起來好像契合年輕人跟上流行但骨子裡卻超傳統甚至落伍想搞過時那套政治://../0.當醫生不代表有管理能力何況連醫院都沒管過跨領域對他來說似乎有點吃力…野心很大但能力匹配不上的人大家都遇過吧下場如何應該都明白，阿伯真的適合管理？--,3,
[黑特] 真的不要欸。直接不演了王義川 基地台 監控專家跟說出用片護台灣的奇葩不一樣這傢伙可能真的調閱了什麼去監控跟對岸中共有得比當然最後有沒有什麼懲罰洪申翰 口罩五虎將://../5.唯一男性全國最想質詢 的立委這次不想要質詢權了阿想被質詢在這風口浪尖民進黨端出兩陀屎--,2,
: [討論] 洪申翰可以做專家委員？這我要說句話洪吃案是有能力有戰功的1.當智燦黨職業學生：這個不用說了吧，組織社運抗議非綠的，近期傻鳥耍白痴活動他也動員出力過2.馴服環團：這其實是重中之重的能力，我是認為他應該當經濟部長的，工程要動工最怕就是環團鬧場，洪吃漢把環團馴服乖的像狗的能力藍白沒一人能做到的上述兩點可以推論洪吃漢的確是個人才0.0..--,2,
[討論] 民進黨是不是讓大家對學歷改觀從最早那個拒絕聯考的人到現在高中生當部長民進黨是不是要慢慢改變國人多學歷的態度只要才幹過人民進黨都能在人才資料庫中撿漏避免遺珠之憾讓形形色色的人種都能為了民主自由盡自己一份抗中保台的力量！再來就是波波醫生了反正怎樣做只要死不承認大陸學歷塔綠班青鳥怎樣都支持--,2,
"[討論] 給考不上建中台大的魯蛇華男宣洩一下以免畢竟他們從15歲開始受到來自家長、同儕龐大的壓力，已經十幾二十年了吧到現在還是很在意自己考不上建中台大，甚至還退縮到有野雞學畢就在網路上狂吠，不勝唏噓啊要是現在不給他們宣洩、下一次看到他們就是在路上撞死小學生了----     17,3--",0,
: [討論] 洪申翰是史上最強勞動部長嗎※ 引述《94 (背包客)》之銘言：: 聽說洪申翰對勞工的照顧，綠營都比大拇指稱讚，尤其僅僅高中畢業，就能擔任部長，真的是前無古人，後無來者，史上第一人，想必有他的過人之處: 洪申翰會是史上最強勞動部長嗎？: -----:       230498.   真的搞不懂你們這些反對黨   假學歷碩士選市長   你們不開心   真學歷高中當部長   你們也不開心   到底要怎樣你們才會開心   是不是你們太挑了--                                                                    甜心卡           服務員：「先生您好，這是您的大杯可樂還有發票。」         發動後可多選一個飲品                          我看著服務員冷冷一笑                     並讓用卡者自以為賺到「我要發動覆蓋在檯面的甜心卡！你必須多給我一杯大冰紅茶！」 而沾沾自喜--,0,
[討論] 政黑最死忠的綠粉崩潰實錄早上看到這篇我笑到眼淚都流出來了號稱政黑最死忠的發文崩潰居然說賴皮仔跟柯文哲等級差不多結果底下被其他小粉綠老實說別人小粉綠說的沒錯啊問看看王婉瑜或者林淑芬都不錯結果賴皮找一個吃案高中生最後不免俗要被其他綠色小粉綠圍剿好慘，看來他已經不算最死忠的了://../9.://../1.://../00.://../797.--,2,
[討論] 吳崢那麼開心幹嘛？王義川怎麼上不分區的？別忘了是因為死了一個認真的公務員而遞補吳崢這麼開心幹嘛？家屬的傷痛和人民的怒火猶在真的適合這樣大剌剌地公開發表他的喜悅嗎？還是民進黨已經習慣喪事喜辦了？--,2,
[討論] 聽到中華隊很賭爛的王義川 未來會改革？王義川在昨日的直播中指出，他最近看棒球轉播「越看越賭爛」，質疑為何在台灣打球，轉播單位的字幕卻是「中華隊」而非「台灣隊」？並質疑眾人在幫中華隊加油時，為何都不說台灣隊加油，「講出台灣隊很痛苦嗎」？-----------------------------原本還只是名嘴 對這件事只能無能狂怒但未來不一樣了 將會是國會殿堂的一員王義川會針對一堆支語做改革嗎例如：台灣隊正名公投？中華航空正名？--,0,
[討論] 洪申翰就是幫賴清德擦屁股的會找洪申翰出來當勞動部部長，講白了就是出來幫賴清德擦屁股的，前一任何珮珊留了一大坨屎弄不乾淨，換洪申翰來處理勞動部。依照林淑芬的說法，許銘春當了八年勞動部部長，勞動部內全是陳菊的人馬，官官相護，何珮珊就柯建銘的人，柯建銘現在因為腳的問題，自己都顧不了了，也沒空管別人而何佩珊犯的最大錯誤，從以前就是這樣，就是以為自己很行，老闆只認柯建銘，只聽柯建銘的話，不甩別人的建言如同林淑芬說的，笨到找自己人查自己人，自以為是。才會出這個大麻煩。洪申翰大概也只是過個水，到時再看放到那個地方選舉吧。-----      -528.--,0,
[討論] 民進黨發言人吳崢：恭喜川哥!!://../7.賴政府這到底是啥操作...不但讓壓案九個月無作為的當上部長發言人還發文祝賀好朋友遞補上立委才沒兩天 就忘記這是害死一條人命的結果嗎恭喜川哥!! 恭喜哩老木 有沒有正常人？剛看王義川那邊脆鳥也集體高潮...這黨跟支持者已經把喪事喜辦玩出新高度了--,2,
[討論] 洪申翰遞補勞動部部長也太怪了吧？勞動部裡面有職員因為職場霸凌自殺勞動部長辭職當初有幾個政治人物早早就已經耳聞這件事洪就是其中一個相較其他人他好像是裝死躺平那個這麼不重視勞工權益的人現在高升勞動部部長也太怪了吧？--,0,
[討論] 恭喜王義川遞補上立委由於不分區立委，當年的「口罩五傻」之一的洪申翰去接勞動部長。空出來的不分區立委就輪到備位的王義川了。「搶救義川大兵」的王義川，在選後不到一年就遞補上去了，恭喜他。不過話說接勞動部的洪申翰有辦法對付「菊系殘黨」嗎？這次下台的部長就是新上任什麼都不懂，把事情交給菊系的次長才會大爆炸。菊系殘黨沒有清乾淨的話，洪申翰這個部長也坐不穩吧。--,0,
[黑特] 笑死 賴皮專門愛找吵架當部長 不處理正新勞動部長民進黨不分區立委洪申翰專長--監督藍白 男版小綠燈媽怎麼可能處理勞工問題以後藍白立委質詢洪部長    洪部長回嗆:你們藍白執政縣市有勞資問題笑死 賴皮專門愛找吵架當部長 不處理正事--,2,
: [討論] 波波醫生沒人討論了?這個真的很厲害十來年前就有波波醫師的反對浪潮了也吵說要有落日條款最後也是不了了之 名額甚至還放寬不過話說回來日本齒科也是有類似波波這樣的存在分數超級低 但很貴討論的人似乎比較少://../1.://../0.--,0,
[討論] 賴清德用人算是什麼風格如題那個交通部長是連自己的都吐槽這麼肥的缺塞給一個完全沒資歷的菜雞被電翻不過用人唯親忠誠才是第一選擇勞動部長又下一步大棋大家怎麼猜都沒想過怎麼解決問題讓問題自己解決問題！這招真高啊大家常說領導不用很有能力找有能力的人就可以難道賴清德是天才！大家說賴清德用人有多高呢？--,0,
[討論] 有沒有洪申翰的八卦？第一次聽到是他在擔任上一屆立委時期，他當選時年僅37歲，現在剛滿40歲又將任勞動部長。他似乎不是太陽花世代的一員，因為好像沒在各個團體中聽到他的名字。先貢獻一個維基百科有列出來的八卦：2021年4月12日，立委財產申報資料出爐，民進黨不分區立委洪申翰被媒體評為「最赤貧」，他今天被問及此事，笑說他第一個反應是「蛤，我有很窮嗎？」[洪申翰接受媒體專訪時也笑稱：「我的心靈很富有。」此回答也引起網路上熱議。他好像也還沒參與過地方的公職選舉？--,0,
[討論] 你知道台胞證需要用中華民國護照辦郵怎麼自己辦臺胞證？三、申請辦理「臺胞證」注意事項及應備文件：清楚的身分證正反面影本。護照正本（6個月以上效期）。提交兩吋正面免冠近照1張(大頭照)，照片背面本人簽名。若「臺胞證」仍在有效期間，但遺失申請補發，另須提交警察機關出具的遺失證明。出生地在大陸地區者，應出具大陸除籍證明或無設籍證明。既然中共國覺得我中華民國國民是國民為何我不能直接用出生證明來申請台胞證我在台灣都用出生證明來申請我身份證了為何要跟申請其他國家簽證用護照申請邏輯呢對了中國人要來台灣也是用中華人民共和國護照申請入台證的何來的同一國啊※ 每日發文數上限為5篇，自刪與板主刪除，同樣計入額度 ※※ 發文 內文請滿40字 ※------以上看完可使用 + 刪除--------,0,
[黑特] 清德宗真狠！高興了吧解悶了吧！整天叫叫叫 叫人下台早說了下台又怎樣走了一個狗官再來一個而已這次直接羞辱全台給你一個屎無前例的部長直接打臉台灣官吏體制「我放個阿貓阿狗都能當部長」順便讓憨川上位當立委！國會要吵架是吧！來啊 來跟我川吵啊吵架還算日常拎北等著看看哪天義川大兵要跳上主席台痛扁韓國瑜！笑死人的綠畜党！--,2,
[黑特] 難道美國打算將台灣送給對岸嗎?以往美國兵推確實也有要台灣之撐多久的設定但過往的兵推聽說過得最多也就要台灣支撐進2周也就是14天左右14天大致也幾乎等於台灣明面上戰備能源耗光的時候甚至現在台灣天然氣的儲量號稱是7~10天儲備量可懂得人都知道儲氣槽周圍管線關了天然氣要支撐1天都難!試問對岸真要取去台灣對岸不會派人潛伏在重要設施附近做切斷能源供應的一手準備傻子才真打算硬碰硬到台灣能源全耗光這樣的台灣打下來後還要花時間恢復傻子都不會這樣做!但這不是重點重點是最心美國兵推竟要台灣撐1個月啊!======新聞內容=======美國眾議院「美國與中共競爭特別委員會」廿日與華府智庫戰略暨國際研究中心（ＣＳＩＳ）模擬共軍犯台兵推，與會學者評估，一旦兩岸衝突，共軍將包圍台灣，讓美國無法派遣部隊援台，到第四周才可能進行海空馳援，台灣在此之前須靠自身兵力作戰。://.///10930/8376734也就是說最新的兵推和過往差異甚大以前最多也不會開朝過14天這種時間點最早期還有撐過第一波攻擊要不然就是撐2天、7天的首波攻擊消耗對岸的武器以前兵推都會盡量用台灣耗死拖垮對岸軍隊武器儲量之類的打法但最新的兵推直接就不演的根本就是直接眼看著台灣能源耗盡而在沒有電力能源供應下的台灣還能使用現代設備和武器交戰嗎?美國最新的兵推是在直接表達【台灣讓給你】的暗示嗎?美國是不演了?還是不知道台灣能源配比撐不過14天啊!更不用說還有經濟崩潰的問題!!所以美國這些專家究竟是是在替交易台灣做預熱暖身呢?還是根本就不想出兵，所以才扯這麼荒誕的說法不然怎會推出要支撐4周這樣荒誕的天數鐘小平啊!  你說美國是不是開始對新國際局勢的準備了啊!!鹹濕 鹹濕 鹹濕--://../9.://../810.://../7.://../5.://../.://../1.--,0,
[討論] 民眾黨紅線都看不懂的備位立委我看到版上一堆洨草或國蔥網軍一直對民進黨的立委品頭論足把對手的政治人物斷章取義大量洗文製造無能的形象是白營網軍的拿手好戲問題是，你們真的好意思批評別人的立委人選嗎?你們兩年條款如果兌現，或是有現任不分區去選縣市長再來要遞補的一個是要廢掉陸委會的中國籍立委以及民眾黨的月領20萬的高級不核心發言人陳智菡這個為了護航柯文哲去打新竹兒童醫院然後滿臉豆花的大聰明是民眾黨錢怎麼花都不知道，還想說兩百萬胖卡九十幾萬便當很合理的財務大師最重要的是，地圖都不會看，身為台北人捷運紅線都不會看的智商15.7的高智商人才能想像立委拿著捷運紅線路線質詢交通部說交通問題要怎麼解決?官員不回答可能還要扣人藐視國會?還有容獎20%有問題結果不知道就是在講840的數學大師就這麼個東西，就這樣的品質要送進立法院你民眾黨好意思洗別人的立委?洗別人的品質如何如何?其他黨再怎樣也沒有把這種水準的弄進立法院白營洗別人之前先看看你們自己的備位立委又是甚麼樣的東西--,3,
: [討論] 民進黨什麼時候開始用一堆低學歷份子？※ 引述《 (不含銅鋰鋅)》之銘言：: ※ 引述《 (王葛格加油!!)》之銘言：: : 30年以前: : 民進黨支持者都說自己支持的是是高學歷政黨: : 因為民進黨裡有很多醫生、律師 台大畢業的: : 結果這幾年非常有意思的是: : 民進黨內低學歷當道: : 有任數位部長的唐鳳 國中學歷: : 有高中學歷的洪申翰: : 有高中學歷任民進黨發言人的吳崢: : 這形象只要一扭轉: : 以後低學歷的形象就會一直跟著民進黨: : 民進黨支持者真的對民進黨都沒有任何意見？: 這叫舉才不問學歷，只問功勞。蠢啊!這叫舉賢啊!舉賢只要是有名聲能將名聲說成好的人推薦到中央的人才推舉方式啊!舉才是才學深受各界肯定且有名師讚名的人才有的待遇啊!!: 你看像: 吳崢，高中生，黨的發言人。請問他有什麼實質的才學而且還深受肯定嗎?: 唐鳳，國中生，前數發部部長，現無任所大使。請問他沒有被造勢前，他有什麼呢?真有才學怎會做出線上點麵功能，然後他最著名的成就好像還不是她親手作: 洪申翰，高中生，前不分區立委，現勞動部部長。誰? 請問這是?: 他們的學歷都不高，但重點是都十分的忠君愛黨愛台灣。: 這給黨的支持者一個良好的印象。: 黨用人不是舉才唯親，也不是只看學識只會找死讀書的庸人。: 而是你愛黨敬黨尊黨，: 黨永遠不會虧待你。: 難怪大家都愛黨，只要你肯拼，: 展現愛黨心，永遠有你的位子。你所提的都是德性的表現這是舉賢的模式不是嗎?這不是舉才啊!: 像+<><10分就是不知好歹，吃裡扒外，: 沒有展現出愛黨的決心，所以才一直不受重用。: 還會被刺客參選拉到連區域委都選不上。: 所以忠黨愛國，才是黨要的人才。: 支持者開心的咧，怎麼會有意見？沒有才僅有賢所以他們台會如此死忠不是嗎?有才有腦的會這樣做嗎?你故意反串喔!--://./47://./-_://./544--,2,
: [黑特] 王義川當上立委了※ 引述《 (鍵盤嗆王，現實儒生)》之銘言：: 我快笑死，王義川遞補上立委了: 接下來可以在國會看見他一直唉唉叫哈哈: ://../920.: 開議第一天會不會就在國會裡頭高歌: 9999萬兵將？: 柯建銘說下週五要將華航改名為台航: 可以由王義川來！: 蔡英文2025非核家園的目標: 可以由王義川來！: 棄中華隊改為臺灣隊的任務: 可以由王義川來！: 萊克多巴胺0檢出的任務: 可以由王義川來！: 8年20萬戶社會住宅的任務: 可以由王義川來！: 從美國搶回的任務: 可以由王義川來！: 迫使川普政府賣35的任務: 可以由王義川來！真的，以前當名嘴講的幹話，等著看當立委之後提不提，還是幹話，就快可以證明了，還有明明當過交通局長，塔綠班永遠只能提他大學電過國昌，還無法證明的那種，毫無功績可以說嘴，這就是塔綠班男神？？？-----      -9180.--,2,
[討論] 吹牛大王當立委~反核低能兒當部長?!!洪申瀚環保反核出身的吧有啥能力~? 有啥貢獻?就是靠無知神主牌被收編的橡皮圖章而已當了一屆立委 也沒啥表現講白了就是浪費公帑王義川專業是交通 當過林佳龍的局長 後來變成政論名嘴這咖爭議一大堆除了好笑以外 毫無作為最荒謬的就是唬爛他能分析青鳥年齡然後被打成監控綠共 大爆笑賴清德沒人了嗎?這兩咖不就是你廢物軍團的人賴粉快出來護駕啊--://../7.--,2,
[黑特] 藍白紅統外省權貴 留美不留中?藍白紅統外省權貴為什留美不留支?嘴巴說支那變很強 身體一直跑美國連勝文 柯文哲 馬英九 黃國腸 高鼻安等等他們的後代及裙帶 也都留美日美國治安敗亂 物資貴鬆鬆 醫療天價 黃人地位低結果還遠勝不能吃湯包的支那?://../?=-1柯連~~這些人去美帝國是受過什心理創傷導致藥跪拜舔挺支那北韓俄羅斯伊朗自己跑美國爽爽然後要台灣人當支那狗@@怎麼有這種的柯連又逼哀~~~~~~※ 每日發文數上限為5篇，自刪與板主刪除，同樣計入額度 ※※ 發文 內文請滿40字 ※------以上看完可使用 + 刪除-------- ★  ▲ ★  ◥█◤  ◤◥  ★   = 柯 ★  --,1,
[討論] 洪申翰是棄子吧？現在最燙手的位置就是勞動部部長了選出來要麻當肉盾躺好躺滿風頭過了之後再酬庸就是了要麻替賴得罪一堆人證明實力上位如果他真的幹辦看了一下資歷也不是不能當不管是哪一個至少我是當不了的這很考驗個人特質大概其他人不想當才會選他--,0,
[討論] 小草認為黃國昌唯一處理勞動部霸凌案?://../22.://../8.阿北我早上醒來，看到有小草吹捧黃國昌是唯一有在處理勞動部案的官員小草為黃國昌辯護，理所當然但是講話要基於事實勞動部案，最早是民進黨李宇翔議員持續追查截圖為證://../33.回過頭來看黃國昌，黃國昌和這件案子的關係最出名的就是前些天，黃辦承諾「絕對不會去渲染這樣的案件」被寫在公文上因此發文要求勞動部改掉://../4.://../99.如此作為竟然被小草稱作「唯一接受陳情並處理的官員」把最早追查的李宇翔議員視為無物實在不敢苟同-----      -950.--,3,
[討論] 包庇漢繼任是打算繼續爛包庇漢自爆早知道謝女的破事但放任不管這件事就是勞動部高層包庇才引發的事件賴皮讓包庇漢繼任是打算繼續爛嗎0.0..--,2,
